text,persons,locations,organizations,persons_pred,organizations_pred,locations_pred,TP_persons,FP_persons,FN_persons,support_persons,precision_persons,recall_persons,F1_persons,TP_organizations,FP_organizations,FN_organizations,support_organizations,precision_organizations,recall_organizations,F1_organizations,TP_locations,FP_locations,FN_locations,support_locations,precision_locations,recall_locations,F1_locations
Result : Pakistan won by 46 runs .,,Pakistan,,,,Pakistan,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Third one-day match : December 8 , in Karachi .",,Karachi,,,,Karachi,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
SOCCER - ENGLISH F.A. CUP SECOND ROUND RESULT .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
LONDON 1996-12-06,,LONDON,,,,LONDON,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Result of an English F.A. Challenge,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Cup second round match on Friday :,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Plymouth 4 Exeter 1,,,Plymouth;Exeter,,Plymouth;Exeter,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
SOCCER - BLINKER BAN LIFTED .,BLINKER,,,B,,,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
LONDON 1996-12-06,,LONDON,,,,LONDON,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Dutch forward Reggie Blinker had his indefinite suspension lifted by FIFA on Friday and was set to make his Sheffield Wednesday comeback against Liverpool on Saturday .,Reggie Blinker,,FIFA;Sheffield Wednesday;Liverpool,Reggie Blinker,FIFA;Sheffield Wednesday;Liverpool,,1,0,0,1,1.0,1.0,1.0,3,0,0,3,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Blinker missed his club 's last two games after FIFA slapped a worldwide ban on him for appearing to sign contracts for both Wednesday and Udinese while he was playing for Feyenoord .,Blinker,,FIFA;Wednesday;Udinese;Feyenoord,B;##link,Feyenoord;U;Wednesday;FIFA;##dinese,,0,2,1,1,0.0,0.0,0.0,3,2,1,4,0.6,0.75,0.6666666666666665,1,0,0,1,1.0,1.0,1.0
"FIFA 's players ' status committee , meeting in Barcelona , decided that although the Udinese document was basically valid , it could not be legally protected .",,Barcelona,FIFA;Udinese,,FIFA,##dine;Barcelona,1,0,0,1,1.0,1.0,1.0,1,0,1,2,1.0,0.5,0.6666666666666666,1,1,0,1,0.5,1.0,0.6666666666666666
"The committee said the Italian club had violated regulations by failing to inform Feyenoord , with whom the player was under contract .",,,Feyenoord,,Feyenoord,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Blinker was fined 75,000 Swiss francs ( $ 57,600 ) for failing to inform the Engllsh club of his previous commitment to Udinese .",Blinker,,Udinese,B;##link,Udinese;Engllsh,,0,2,1,1,0.0,0.0,0.0,1,1,0,1,0.5,1.0,0.6666666666666666,1,0,0,1,1.0,1.0,1.0
SOCCER - LEEDS ' BOWYER FINED FOR PART IN FAST-FOOD FRACAS .,BOWYER,,LEEDS,L,,##RA,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
LONDON 1996-12-06,,LONDON,,,,LONDON,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Leeds ' England under-21 striker Lee Bowyer was fined 4,500 pounds ( $ 7,400 ) on Friday for hurling chairs at restaurant staff during a disturbance at a McDonald 's fast-food restaurant .",Lee Bowyer,England,Leeds;McDonald 's,Lee Bowyer,McDonald ' s;Leeds,England,1,0,0,1,1.0,1.0,1.0,1,1,1,2,0.5,0.5,0.5,1,0,0,1,1.0,1.0,1.0
"Bowyer , 19 , who was caught in the act by security cameras , pleaded guilty to a charge of affray at a court in London .",Bowyer,London,,Bowyer,,London,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
He was fined and ordered to pay a total of 175 pounds to two members of staff injured in the fracas in an east London restaurant in October .,,London,,,,London,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Leeds had already fined Bowyer 4,000 pounds ( $ 6,600 ) and warned him a repeat of his criminal behaviour could cost him his place in the side .",Bowyer,,Leeds,Bowyer,Leeds,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Bowyer , who moved to the Yorkshire club in August for 3.5 million pounds ( $ 5.8 million ) , was expected to play against Middlesbrough on Saturday .",Bowyer,Yorkshire,Middlesbrough,Bowyer,Middlesbrough;Yorkshire,,1,0,0,1,1.0,1.0,1.0,1,1,0,1,0.5,1.0,0.6666666666666666,0,1,1,1,0.0,0.0,0.0
BASKETBALL - EUROLEAGUE STANDINGS .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
LONDON 1996-12-06,,LONDON,,,,LONDON,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Standings in the men 's EuroLeague,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
basketball championship after Thursday 's matches ( tabulate under,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"played , won , lost , points ) :",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Group A,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
CSKA Moscow ( Russia 9 6 3 15,,Russia,CSKA Moscow,,CSKA Moscow,Russia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Stefanel Milan ( Italy ) 9 6 3 15,,Italy,Stefanel Milan,##el Milan;Stefan,,Italy,0,2,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
Maccabi Tel Aviv ( Israel ) 9 5 4 14,,Israel,Maccabi Tel Aviv,,Maccabi Tel Aviv,Israel,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Ulker Spor ( Turkey ) 9 4 5 13,,Turkey,Ulker Spor,,Ulker Spor,Turkey,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Limoges ( France ) 9 3 6 12,,France,Limoges,,Limoges,France,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Panionios ( Greece ) 9 3 6 12,,Greece,Panionios,,Panionios,Greece,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Group B,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Teamsystem Bologna ( Italy ) 9 7 2 16,,Italy,Teamsystem Bologna,,Teamsystem Bologna,Italy,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Olympiakos ( Greece ) 9 5 4 14,,Greece,Olympiakos,,Olympiakos,Greece,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Cibona Zagreb ( Croatia ) 9 5 4 14,,Croatia,Cibona Zagreb,,Cibona Zagreb,Croatia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Alba Berlin ( Germany ) 9 5 4 14,,Germany,Alba Berlin,,Alba Berlin,Germany,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Estudiantes Madrid ( Spain ) 9 5 4 14,,Spain,Estudiantes Madrid,,Estudiantes Madrid,Spain,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Charleroi ( Belgium ) 9 0 9 9,,Belgium,Charleroi,,Charleroi,Belgium,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Group C,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Panathinaikos ( Greece ) 9 7 2 16,,Greece,Panathinaikos,,Panathinaikos,Greece,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Ljubljana ( Slovenia ) 9 6 3 15,,Slovenia,Ljubljana,,Ljubljana,Slovenia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Villeurbanne ( France ) 9 6 3 15,,France,Villeurbanne,Villeurbanne,,France,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
Barcelona ( Spain ) 9 4 5 13,,Spain,Barcelona,,Barcelona,Spain,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Split ( Croatia ) 9 4 5 13,,Croatia,Split,,Split,Croatia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Bayer Leverkusen ( Germany ) 9 0 9 9,,Germany,Bayer Leverkusen,,Bayer Leverkusen,Germany,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Group D,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Efes Pilsen ( Turkey ) 9 7 2 16,,Turkey,Efes Pilsen,##s Pilsen;E;##fe,,Turkey,0,3,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
Pau-Orthez ( France ) 9 5 4 14,,France,Pau-Orthez,Orthe;##u,Pa;##z,France,0,2,1,1,0.0,0.0,0.0,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
Partizan Belgrade ( Yugoslavia ) 9 5 4 14,,Yugoslavia,Partizan Belgrade,,Partizan Belgrade,Yugoslavia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Kinder Bologna ( Italy ) 9 4 5 13,,Italy,Kinder Bologna,,Kinder Bologna,Italy,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Sevilla ( Spain ) 9 4 5 13,,Spain,Sevilla,,Sevilla,Spain,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Dynamo Moscow ( Russia ) 9 2 7 11,,Russia,Dynamo Moscow,,Dynamo Moscow,Russia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
RUGBY UNION - LITTLE TO MISS CAMPESE FAREWELL .,LITTLE;CAMPESE,,RUGBY UNION,,R;LITTL;##UGBY UNION,,0,1,2,2,0.0,0.0,0.0,0,3,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
Robert Kitson,Robert Kitson,,,Robert Kitson,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
LONDON 1996-12-06,,LONDON,,,,LONDON,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Centre Jason Little will miss Australia 's end-of-tour fixture against the Barbarians at Twickenham on Saturday .,Jason Little,Australia;Twickenham,Barbarians,Jason Little,##barians;Bar,##wickenham;T;Australia,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0,1,2,1,2,0.3333333333333333,0.5,0.4
Little has opted not to risk aggravating the knee injury which ruled him out of a large chunk of the tour and is replaced by fellow Queenslander Daniel Herbert .,Little;Daniel Herbert,,,Daniel Herbert;Little,,,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Owen Finegan has recovered from the knocks he took in last weekend 's test against Wales and retains his place in the back-row ahead of Daniel Manu .,Owen Finegan;Daniel Manu,Wales,,Daniel Manu;Owen Finegan,,Wales,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The Wallabies have their sights set on a 13th successive victory to end their European tour with a 100 percent record but also want to turn on the style and provide David Campese with a fitting send-off in his final match in Australian colours .,David Campese,,Wallabies,David Campese,Wall;##es,,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
"The Wallabies currently have no plans to make any special presentation to the 34-year-old winger but a full house of 75,000 spectators will still gather in the hope of witnessing one last moment of magic .",,,Wallabies,,,,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
"Campese will be up against a familiar foe in the shape of Barbarians captain Rob Andrew , the man who kicked Australia to defeat with a last-ditch drop-goal in the World Cup quarter-final in Cape Town .",Campese;Rob Andrew,Australia;Cape Town,Barbarians,Rob Andrew;##ese;Camp,Barbarians,Australia;Cape Town,1,2,1,2,0.3333333333333333,0.5,0.4,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
""" Campo has a massive following in this country and has had the public with him ever since he first played here in 1984 , "" said Andrew , also likely to be making his final Twickenham appearance .",Campo;Andrew,Twickenham,,Campo;Andrew,,##wickenham;T,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
"On tour , Australia have won all four tests against Italy , Scotland , Ireland and Wales , and scored 414 points at an average of almost 35 points a game .",,Australia;Italy;Scotland;Ireland;Wales,,,,Scotland;Wales;Italy;Australia;Ireland,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,5,0,0,5,1.0,1.0,1.0
"League duties restricted the Barbarians ' selectorial options but they still boast 13 internationals including England full-back Tim Stimpson and recalled wing Tony Underwood , plus All Black forwards Ian Jones and Norm Hewitt .",Tim Stimpson;Tony Underwood;Ian Jones;Norm Hewitt,England,Barbarians;All Black,Tim Stimpson;Nor;Tony Underwood;Ian Jones;##m Hewitt,All Black;Barbarian,England,3,2,1,4,0.6,0.75,0.6666666666666665,1,1,1,2,0.5,0.5,0.5,1,0,0,1,1.0,1.0,1.0
Teams :,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Barbarians - 15 - Tim Stimpson ( England ) ; 14 - Nigel Walker ( Wales ) , 13 - Allan Bateman ( Wales ) , 12 - Gregor Townsend ( Scotland ) , 11 - Tony Underwood ( England ) ; 10 - Rob Andrew ( England ) , 9 - Rob Howley ( Wales ) ; 8 - Scott Quinnell ( Wales ) , 7 - Neil Back ( England ) , 6 - Dale McIntosh ( Pontypridd ) , 5 - Ian Jones ( New Zealand ) , 4 - Craig Quinnell ( Wales ) , 3 - Darren Garforth ( Leicester ) , 2 - Norm Hewitt ( New Zealand ) , 1 - Nick Popplewell ( Ireland ) .",Tim Stimpson;Nigel Walker;Allan Bateman;Gregor Townsend;Tony Underwood;Rob Andrew;Rob Howley;Scott Quinnell;Neil Back;Dale McIntosh;Ian Jones;Craig Quinnell;Darren Garforth;Norm Hewitt;Nick Popplewell,England;Wales;Wales;Scotland;England;England;Wales;Wales;England;Pontypridd;New Zealand;Wales;Leicester;New Zealand;Ireland,Barbarians,Tim Stimpson;Allan Bateman;Nor;Craig Quinnell;Neil Back;Nick Popplewell;Tony Underwood;Ian Jones;Rob Howley;Rob Andrew;Nigel Walker;Gregor Townsend;Dale McIntosh;Darren Garforth;##m Hewitt;Scott Quinnell,##d;Barbarian,Scotland;Wales;England;Leicester;Pontyprid;Ireland;New Zealand,14,2,1,15,0.875,0.9333333333333333,0.9032258064516129,0,2,1,1,0.0,0.0,0.0,6,1,1,7,0.8571428571428571,0.8571428571428571,0.8571428571428571
"Australia - 15 - Matthew Burke ; 14 - Joe Roff , 13 - Daniel Herbert , 12 - Tim Horan ( captain ) , 11 - David Campese ; 10 - Pat Howard , 9 - Sam Payne ; 8 - Michael Brial , 7 - David Wilson , 6 - Owen Finegan , 5 - David Giffin , 4 - Tim Gavin , 3 - Andrew Blades , 2 - Marco Caputo , 1 - Dan Crowley .",Matthew Burke;Joe Roff;Daniel Herbert;Tim Horan;David Campese;Pat Howard;Sam Payne;Michael Brial;David Wilson;Owen Finegan;David Giffin;Tim Gavin;Andrew Blades;Marco Caputo;Dan Crowley,Australia,,Sam Payne;Owen Finegan;Pat Howard;Joe Roff;Andrew Blades;Daniel Herbert;David Giffin;Dan Crowley;Matthew Burke;Marco Caputo;Tim Horan;David Wilson;David Campese;Michael Brial;Tim Gavin,,Australia,15,0,0,15,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
GOLF - ZIMBABWE OPEN SECOND ROUND SCORES .,,,,,##BA,##IM,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
HARARE 1996-12-06,,HARARE,,,,HARARE,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Leading second round scores in the Zimbabwe Open at the par-72 Chapman Golf Club on Friday ( South African unless stated ) : 132 Des Terblanche 65 67 133 Mark McNulty ( Zimbabwe ) 72 61 134 Steve van Vuuren 65 69 136 Nick Price ( Zimbabwe ) 68 68 , Justin Hobday 71 65 ,",Des Terblanche;Mark McNulty;Steve van Vuuren;Nick Price;Justin Hobday,Chapman Golf Club;Zimbabwe;Zimbabwe,,Des Terblanche;Steve van Vuuren;Justin Hobday;Mark McNulty;Nick Price,Chapman Golf Club,Zimbabwe,5,0,0,5,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,1,2,1.0,0.5,0.6666666666666666
"Andrew Pitts ( U.S. ) 69 67 138 Mark Cayeux ( Zimbabwe ) 69 69 , Mark Murless 71 67 139 Hennie Swart 75 64 , Andrew Park 72 67 140 Schalk van der Merwe ( Namibia ) 67 73 , Desvonde",Andrew Pitts;Mark Cayeux;Mark Murless;Hennie Swart;Andrew Park;Schalk van der Merwe;Desvonde,U.S.;Zimbabwe;Namibia,,He;##hal;##k van der Merwe;Sc;##nn;Andrew Pitts;Mark Cayeux;Andrew Park;Desvon;##ie Swart;Mark Murless;##de,,Zimbabwe;U . S .;Namibia,4,8,3,7,0.3333333333333333,0.5714285714285714,0.4210526315789474,1,0,0,1,1.0,1.0,1.0,2,1,1,3,0.6666666666666666,0.6666666666666666,0.6666666666666666
"Botes 72 68 , Greg Reid 72 68 , Clinton Whitelaw 70",Botes;Greg Reid;Clinton Whitelaw,,,Greg Reid;Bo;Clinton Whitelaw,##tes,,2,1,1,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
"70 , Brett Liddle 75 65 , Hugh Baiocchi 73 67 141 Adilson da Silva ( Brazil ) 72 69 , Sammy Daniels 73",Brett Liddle;Hugh Baiocchi;Adilson da Silva;Sammy Daniels,Brazil,,Ad;Brett Liddle;Hugh Baiocchi;Sammy Daniels;##ilson da Silva,,Brazil,3,2,1,4,0.6,0.75,0.6666666666666665,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"68 , Trevor Dodds ( Namibia ) 72 69 142 Don Robertson ( U.S. ) 73 69 , Dion Fourie 69 73 ,",Trevor Dodds;Don Robertson;Dion Fourie,Namibia;U.S.,,Trevor Dodds;Don Robertson;Dion Fourie,,U . S .;Namibia,3,0,0,3,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,1,1,2,0.5,0.5,0.5
"Steve Waltman 72 70 , Ian Dougan 73 69",Steve Waltman;Ian Dougan,,,Steve Waltman;Ian Dougan,,,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
SOCCER - UNCAPPED PLAYERS CALLED TO FACE MACEDONIA .,,MACEDONIA,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
BUCHAREST 1996-12-06,,BUCHAREST,,,,B;##UCHAREST,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
Romania trainer Anghel Iordanescu called up three uncapped players on Friday in his squad to face Macedonia next week in a World Cup qualifier .,Anghel Iordanescu,Romania;Macedonia,,Anghel Iordanescu,,Romania;Macedonia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
Midfielder Valentin Stefan and striker Viorel Ion of Otelul Galati and defender Liviu Ciobotariu of National Bucharest are the newcomers for the European group eight clash in Macedonia on December 14 .,Valentin Stefan;Viorel Ion;Liviu Ciobotariu,Macedonia,Otelul Galati;National Bucharest,Vale;##ior;##iu Ciobot;##u;V;##ntin Stefan;##el Ion;Liv,National Bucharest;Otelul Galati;##ari,Macedonia,0,8,3,3,0.0,0.0,0.0,2,1,0,2,0.6666666666666666,1.0,0.8,1,0,0,1,1.0,1.0,1.0
"Iordanescu said he had picked them because of their good performances in the domestic championship in which National Bucharest are top and Otelul Galati third . """,Iordanescu,,National Bucharest;Otelul Galati,Iordanes;##cu,National Bucharest;Otelul Galati,,0,2,1,1,0.0,0.0,0.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"I think it 's fair to give them a chance , "" he told reporters .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"League title-holders Steaua Bucharest , who finished bottom of their Champions ' League group in the European Cup , have only two players in the squad .",,,Steaua Bucharest,,St;##eaua Bucharest,,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
"Attacking midfielder Adrian Ilie , who recently moved from Steaua to Turkish club Galatasaray , is ruled out after two yellow-card offences .",Adrian Ilie,,Steaua;Galatasaray,Adrian Ilie,St;##eaua;Galatasaray,,1,0,0,1,1.0,1.0,1.0,1,2,1,2,0.3333333333333333,0.5,0.4,1,0,0,1,1.0,1.0,1.0
Squad :,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Goalkeepers - Bogdan Stelea , Florin Prunea .",Bogdan Stelea;Florin Prunea,,,##g;##lor;##dan Stelea;Bo;F;##in Prunea,,,0,6,2,2,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Defenders - Dan Petrescu , Daniel Prodan , Anton Dobos , Cornel Papura , Liviu Ciobotariu , Tibor Selymess , Iulian Filipescu .",Dan Petrescu;Daniel Prodan;Anton Dobos;Cornel Papura;Liviu Ciobotariu;Tibor Selymess;Iulian Filipescu,,,##iu Ciobotariu;Co;##l Papura;##an Filipescu;##or Selymess;Dan Petrescu;Anton Dobos;Iuli;##ib;T;Daniel Prodan;Liv;##rne,,,3,10,4,7,0.23076923076923078,0.42857142857142855,0.3,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Midfielders - Gheorghe Hagi , Gheorghe Popescu , Constantin Galca , Valentin Stefan , Basarab Panduru , Dorinel Munteanu , Ovidiu Stinga .",Gheorghe Hagi;Gheorghe Popescu;Constantin Galca;Valentin Stefan;Basarab Panduru;Dorinel Munteanu;Ovidiu Stinga,,,##in Galca;##gh;Vale;Do;O;##iu Stinga;Gheorgh;##heor;Basar;##rinel Munteanu;##ab Panduru;##ntin Stefan;G;##e Hagi;##e Popescu;##vid;Constant,,,0,17,7,7,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Forwards - Ioan Vladoiu , Gheorghe Craioveanu , Ionel Danciulescu , Viorel Ion .",Ioan Vladoiu;Gheorghe Craioveanu;Ionel Danciulescu;Viorel Ion,,,##gh;##ior;##e Craioveanu;##oan Vladoiu;Ionel Danciulescu;##heor;I;V;G;##el Ion,,,1,9,3,4,0.1,0.25,0.14285714285714288,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
REUTER,,,REUTER,R;##E;##UT,,,0,3,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
SOCCER - BRAZILIAN CHAMPIONSHIP RESULTS .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
RIO DE JANEIRO 1996-12-05,,RIO DE JANEIRO,,,,RIO DE JANEIRO,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Results of Brazilian,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"soccer championship semifinal , first leg matches on Thursday .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Goias 1 Gremio 3,,,Goias;Gremio,,Goias;Gremio,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Portuguesa 1 Atletico Mineiro 0,,,Portuguesa;Atletico Mineiro,,Atletico Mineiro;Portuguesa,,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
CRICKET - LARA ENDURES ANOTHER MISERABLE DAY .,LARA,,,MI,,LA,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
Robert Galvin,Robert Galvin,,,Robert Galvin,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
MELBOURNE 1996-12-06,,MELBOURNE,,,,MELBOURNE,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
