id,text,persons,locations,organizations
11767,"Sale Amount : 4,300,000",,,
11768,Expected Sale Date : 08/26/96,,,
11769,Lamm will not endorse Perot for Reform ticket-CNN .,Lamm;Perot,,
11770,WASHINGTON 1996-08-27,,WASHINGTON,
11771,Former Colorado Democratic Gov .,,Colorado,
11772,"Richard Lamm has decided not to endorse Ross Perot as the presidential candidate of the Reform Party , CNN reported late Tuesday .",Richard Lamm;Ross Perot,,Reform Party;CNN
11773,"CNN quoted aides and family members as saying Lamm , who competed with Perot to head the ticket for Perot 's party , had told them he would definitely not endorse Perot , but they did not know whether he would endorse another candidate .",Lamm;Perot;Perot;Perot,,CNN
11774,An announcement was planned in Chicago Wednesday .,,Chicago,
11775,"Lamm , 60 , is a three-term Colorado governor who left office in 1987 and vied for the Reform Party nomination after becoming disillusioned with both the Democratic and Republican parties .",Lamm,Colorado,Reform Party
11776,Lamm is a friend of President Clinton and supported him in the 1992 election .,Lamm;Clinton,,
11777,Perot won his party 's official nomination as its presidential candidate in a secret ballot earlier this month .,Perot,,
11778,RESEARCH ALERT - Career Horizons said cut .,,,Career Horizons
11779,"-- Donaldson Lufkin & Jenrette cut its rating on Career Horizons Inc to market perform from outperform , according to market sources .",,,Donaldson Lufkin & Jenrette;Career Horizons Inc
11780,-- Further details were not immediately available .,,,
11781,-- The stock was up 3/4 at 35-7/8 .,,,
11782,Northern States Power Co sets payout .,,,Northern States Power Co
11783,MINNEAPOLIS 1996-08-28,,MINNEAPOLIS,
11784,Quarterly,,,
11785,Latest Prior,,,
11786,Amount $ 0.69 $ 0.69,,,
11787,Pay Oct 20,,,
11788,Record Oct 1,,,
11789,-- Chicago newsdesk 312 408-8787,,Chicago,
11790,US investors mull appeal of Lloyd 's decision .,,US,Lloyd 's
11791,Patricia Vowinkel,Patricia Vowinkel,,
11792,NEW YORK 1996-08-27,,NEW YORK,
11793,U.S. investors in troubled Lloyd 's of London were considering late on Tuesday whether to appeal a U.S. court decision in favour of Lloyd 's and pledged to continue pursuing other legal actions .,,U.S.;U.S.,Lloyd 's of London;Lloyd 's
11794,"A U.S. appeals court on Tuesday gave Lloyd 's a reprieve , throwing out an injunction that the insurance giant said could have led to its collapse .",,U.S.,Lloyd 's
11795,"A lower court issued the injunction on Friday and ordered Lloyd 's to give investors , known as Names , more information before requiring them to decide whether to accept a settlement offer as part of a reorganisation plan .",,,Lloyd 's
11796,""" My prediction is that the Names will appeal , "" said Kenneth Chiate , a U.S. Name and a chief negotiator for the American Names Association .",Kenneth Chiate,U.S.,American Names Association
11797,""" At this point , it is a sufficiently important decision that I 'm confident that they will appeal , "" he said . """,,,
11798,"But to say that they definitely will would be premature until we determine what the exact basis for the court 's ruling is . """,,,
11799,"Under the reorganisation plan , Lloyd 's plans to reinsure its massive liabilities into a new company called Equitas .",,,Lloyd 's;Equitas
11800,The arrangement calls for investors to make additional payments to fund Equitas but also provides them with 3.2 billion stg in compensation to help reduce their prior outstanding liabilities .,,,Equitas
11801,"The Names had been scheduled to decide whether to accept or reject the offer by 1100 GMT Wednesday , but Lloyd 's chairman David Rowland said on Tuesday the offer would be extended .",David Rowland,,Lloyd 's
11802,"At least eight U.S. states have still some form of litigation pending , said John Head , spokesman for the Association of Lloyd 's State Chairmen , a group representing U.S. Names .",John Head,U.S.;U.S.,Association of Lloyd 's
11803,""" It goes without saying that we 're rather disappointed , "" Head said of the decision by the U.S. Court of Appeals for the Fourth Circuit , sitting in Baltimore .",Head,Baltimore,U.S. Court of Appeals;Fourth Circuit
11804,"But , he said , "" we still have hope that somebody is going to see our point of view in this . """,,,
11805,"The Colorado attorney general told Lloyd 's last week it was considering a new legal action against the British insurance market , based on allegations of consumer fraud .",,Colorado,Lloyd 's
11806,""" We have notified them of our concerns and asked them to give us a response , "" said Colorado attorney general Gale Norton .",Gale Norton,Colorado,
11807,Norton said she was concerned that the Lloyd 's agreement immunizes it from future litigation regarding Equitas and requires that all legal actions be heard outside of Colorado .,Norton,Colorado,Lloyd 's;Equitas
11808,"In addition , she said she was concerned the plan may not offer investors enough protection from additional , future liabilities .",,,
11809,"Meanwhile , an appeal of a lawsuit filed by some 600 Names in California is still pending before the U.S. Court of Appeals for the Ninth Circuit , Chiate of the American Names Association said .",Chiate,California,U.S. Court of Appeals;Ninth Circuit;American Names Association
11810,"That lawsuit , which seeks rescision and restitution , was dismissed in a U.S. district court .",,U.S.,
11811,"That case "" is what I call the most significant alternate remedy for us , "" Chiate said .",Chiate,,
11812,"The individual Names , however , now must decide whether to accept Lloyd 's settlement offer or reject the offer and pursue litigation .",,,Lloyd 's
11813,"Chiate said he has advised Names that "" they must make , individually , a risk benefit analysis . """,Chiate,,
11814,"Rejection involved forfeiting the compensation offer and risking the possibility of owing Lloyd 's two to three times more than Lloyd 's is now willing to accept , he said .",,,Lloyd 's;Lloyd 's
11815,"But , in rejecting the offer , the Names would retain their rights to pursue litigation , he said .",,,
11816,"German police made Nazi gestures , officials say .",,,
11817,"NUREMBERG , Germany 1996-08-28",,NUREMBERG;Germany,
11818,"German riot police made Nazi gestures at a private function earlier this month and may face dismissal for their actions , the Bavarian Interior Ministry said on Wednesday .",,,Interior Ministry
11819,The ministry declined to detail gestures the Nuremberg-based policemen had made at the August 13 function but added seven had been suspended from duty pending an internal inquiry .,,,
11820,"A spokesman for public prosecutors in the southern city , where dictator Adolf Hitler held some of his most infamous Nazi party rallies in the 1930s , said there were no plans to prosecute the officers as the gestures had not been made in public .",Adolf Hitler,,
11821,Gun-wielding motorist snapped by cool passenger .,,,
11822,BERLIN 1996-08-28,,BERLIN,
11823,"A motorist threatened a fellow driver with a starting pistol as he overtook him illegally in the inside lane on a motorway near Berlin and was photographed in the act by the driver 's wife , prosecutors said on Wednesday .",,Berlin,
11824,Prosecutors in the city of Potsdam said the 32-year-old man drew alongside the other car at about 110 kph ( 70 mph ) and aimed his pistol at the driver .,,Potsdam,
11825,"But the driver 's wife kept her nerve , got out her camera and photographed him .",,,
11826,"The man has been charged with dangerous driving , coercion and threatening behaviour .",,,
11827,German prosecutors file sex tourism charges .,,,
11828,BERLIN 1996-08-28,,BERLIN,
11829,Berlin prosecutors said on Wednesday they had filed charges against two German men for sexually abusing children in Thailand and distributing pornographic films and pictures of their degrading acts .,,Berlin;Thailand,
11830,The case is one of only a handful in which authorities have managed to track down suspects under a law which lets them pursue Germans who commit sex offences abroad .,,,
11831,"The pair , identified only as 43-year-old clerk Dieter U and businessman Thomas S , 33 , are alleged to have carried out acts of sexual indecency with children as young as 10 years old between 1994 and 1995 .",Dieter U;Thomas S,,
11832,"Their videos included pictures of one of the accused tying up a Thai boy and performing acts of sadistic torture on him , prosecutors said in a statement .",,,
11833,"In another scene , a young girl performed oral sex with an unidentified adult man .",,,
11834,The new law was introduced with much fanfare in 1993 .,,,
11835,"But prosecutors face huge difficulties in gathering evidence and bringing witnesses to testify in a German court , and only one person has so far been convicted under the law .",,,
11836,Investigators are probing several other cases .,,,
11837,The Berlin prosecutors said they had been alerted to the two men by customs officials who intercepted packages containing pornographic photographs and order forms .,,Berlin,
11838,France 's Juppe on official visit to Greece Sep 15 .,Juppe,France;Greece,
11839,ATHENS 1996-08-28,,ATHENS,
11840,"French Premier Alain Juppe will pay an official visit to Greece on September 15 to celebrate 150 years of the French Archaeological Society , government spokesman Dimitris Reppas said on Wednesday .",Alain Juppe;Dimitris Reppas,Greece,French Archaeological Society
11841,"Juppe will meet Greek Prime Minister Costas Simitis and Foreign Minister Theodoros Pangalos , Reppas told reporters .",Juppe;Costas Simitis;Theodoros Pangalos;Reppas,,
11842,""" The French premier 's visit was planned to coincide with the Archaeological Society 's celebrations .",,,Archaeological Society
11843,"The Greek government was asked for an official meeting with the prime minister and the foreign minister and it said yes , "" Reppas said .",Reppas,,
11844,Stork H1 results breakdown per sector .,,,Stork
11845,AMSTERDAM 1996-08-28,,AMSTERDAM,
11846,First 24 weeks 1996,,,
11847,( millions of guilders unless otherwise stated ),,,
11848,Industrial systems and components,,,
11849,- Turnover 756 vs 829,,,
11850,- Operating profit 46 vs 48,,,
11851,- New orders received 876 vs 933,,,
11852,- Order book ( billions ) 1.07 vs 0.98,,,
11853,Industrial services,,,
11854,- Turnover 657 vs 700,,,
11855,- Operating profit 9 vs 3,,,
11856,- New orders received ( billions ) 1.00 vs 1.09,,,
11857,- Order book ( billions ) 2.37 vs 2.01,,,
11858,NOTE - Order book figures refer to value of orders on books at end of period .,,,
11859,"-- Amsterdam newsroom +31 20 504 5000 , Fax +31 20 504 5040",,Amsterdam,
11860,Stephanie of Monaco 's husband snapped cavorting .,Stephanie,Monaco,
11861,ROME 1996-08-28,,ROME,
11862,"Two Italian magazines published pictures on Wednesday of Daniel Ducruet , Princess Stephanie of Monaco 's husband and former bodyguard , cavorting naked with another woman by a poolside in France .",Daniel Ducruet;Stephanie,Monaco;France,
11863,"The magazines , Eva Tremila and its sister publication Gente , printed up to 26 pages of photos of the woman undressing Ducruet , the pair embracing on a sunbed and finally both naked .",Ducruet,,Eva Tremila;Gente
11864,Eva Tremila said other even more explicit photos were taken but it did not print them .,,,Eva Tremila
11865,"The magazines named the woman as Fili Houteman , a 26-year-old French singer and dancer in a Belgian cabaret club .",Fili Houteman,,
11866,"The photographs , an Italian exclusive , raised eyebrows in the tiny principality , where Stephanie 's father Prince Rainier , had long disapproved of his daughter 's choice of husband .",Stephanie;Prince Rainier,,
11867,Stephanie had two children with Ducruet before their marriage in July last year .,Stephanie;Ducruet,,
11868,"Stephanie , Caroline and Albert are the children of Rainier and former Hollywood screen goddess Grace Kelly , who was killed in a car crash in 1982 .",Stephanie;Caroline;Albert;Rainier;Grace Kelly,Hollywood,
11869,""" We have seen the photos but for the moment the palace has no comment , "" a spokeswoman for Prince Rainier told Reuters .",Prince Rainier,,Reuters
11870,"The magazines said the photographs were taken in Cap de Villefranche , some 15 km ( nine miles ) from Monte Carlo .",,Cap de Villefranche;Monte Carlo,
11871,"Gente said Ducruet , a keen racing driver , met Houteman during a race in Belgium and photographers had been on their trail ever since .",Ducruet;Houteman,Belgium,Gente
11872,The magazine said video cameras had also been used to film the couple and that a sound-track existed .,,,
11873,Highlights of Wednesday 's Commission briefing .,,,Commission
11874,BRUSSELS 1996-08-28,,BRUSSELS,
11875,Following are highlights of the midday briefing by the European Commission on Wednesday :,,,European Commission
11876,"In response to a question , Commission spokesman Joao Vale de Almeida said there had been no developments regarding the Commission 's position concerning the dispute with Germany and Saxony over state aid to Volkswagen .",Joao Vale de Almeida,Germany;Saxony,Commission;Commission;Volkswagen
11877,He said there was some possibility of further talks with Germany before the next Commission meeting of September 4 .,,Germany,Commission
11878,- - - -,,,
11879,The Commission released the following documents :,,,Commission
11880,- IP / 96 / 804 : Commission approves acquisition of Pao de Acucar by Auchan .,,,Commission;Pao de Acucar;Auchan
11881,- IP / 96 / 805 : Commission finds acquisition of CAMAT by AGF-IART does not fall under the merger regulation .,,,Commission;CAMAT;AGF-IART
11882,- IP / 96 / 806 : Commission clears acquisition of Austrian food retail chain Billa by German group Rewe-Handelsgruppe .,,,Commission;Billa;Rewe-Handelsgruppe
11883,- SPEECH / 96 / 202 : Speech by European Commissioner Anita Gradin at the World Congress against Sexual Exploitation of Children in Stockholm .,Anita Gradin,Stockholm,
11884,- Eurostat news release 51/96 : March-May 1996 EU industrial production figures .,,,Eurostat;EU
11885,Spanish tomato warriors paint the town red .,,,
11886,"BUNOL , Spain 1996-08-28",,BUNOL;Spain,
11887,Revellers painted the town red on Wednesday as the 1996 edition of the world 's biggest tomato fight began in the eastern Spanish village of Bunol .,,Bunol,
11888,"Thousands of people pelted each other with armfuls of ripe tomatoes as streets , walls and windows were coated in a blood-red wash .",,,
11889,"A single firework after midday signalled the start of the fruit-throwing frenzy , during which participants hurl some 100 tonnes of tomatoes trucked in for the occasion .",,,
11890,Local historians say the tradition began in 1945 when disgruntled locals began spontaneously to bombard the priest and mayor at the annual fiesta in Bunol ( pronounced Boo-nee-OL ) .,,Bunol;Boo-nee-OL,
11891,"The festival 's fame has grown and now attracts between 15,000 and 20,000 people , many of them foreigners .",,,
11892,PRESS DIGEST - GREECE - AUG 28 .,,GREECE,
11893,ATHENS 1996-08-28,,ATHENS,
11894,Leading stories in the Greek financial press :,,,
11895,IMERISIA,,,IMERISIA
11896,-- Pre-election debate heats up on economic issues as conservative New Democracy party promises seven measures includind tax relief for farmers and socialist Pasok defends progress on economic convergence with the EU,,,New Democracy;Pasok;EU
11897,-- Finance ministry scrambles to find temporary solution to regulation which slaps a 15 percent tax rate on gains from trading of bonds and coupons by mutual funds,,,
11898,-- Finance ministry will cut 12-month T-bill rate by 10 basis points to 12.70 percent in the upcoming end August issue,,,
11899,FINANCIAL KATHIMERINI,,,FINANCIAL KATHIMERINI
11900,-- Inflows of more than $ 500 million are seen in the interbank market and the bourse in the last three days reflecting confidence in the post-election economic policy,,,
11901,-- Athens Metro subway project hits snags which could delay delivery to the year 2000 and overshoot the original budgeted cost of 520 billion drachmas,,,Athens Metro
11902,-- State National Bank of Greece will start real auction programme September 9 to lighten up on its real estate holdings,,,State National Bank of Greece
11903,KERDOS,,,KERDOS
11904,-- New Democracy leader Miltiadis Evert vows support mesures for farmers and small business as he kicks off the conservative party 's campaign,Miltiadis Evert,,New Democracy
11905,"-- National Economy Minister Yannos Papandoniou defends "" hard drachma "" foreign exchange policy , says it wo n't change",Yannos Papandoniou,,
11906,EXPRESS,,,EXPRESS
11907,-- Message of unity from the conservative New Democracy party as former prime minister Constantine Mitsotakis and Miltiadis Evert shake hands,Constantine Mitsotakis;Miltiadis Evert,,New Democracy
11908,NAFTEMBORIKI,,,
11909,"-- Government defends "" hard drachma "" policy , says it will continue unchanged after the elections",,,
11910,"-- Conservative opposition New Democracy promises series of measures on the economy 30 days after the elections aiming at 4.0 percent GDP growth rate annually -- George Georgiopoulos , Athens Newsroom +301 3311812-4",George Georgiopoulos,,New Democracy;Athens Newsroom
11911,HOEK LOOS H1 NET PROFIT 28.9 MLN GUILDERS .,,,HOEK LOOS
11912,AMSTERDAM 1996-08-28,,AMSTERDAM,
11913,First half 1996,,,
11914,( in millions of guilders unless otherwise stated ),,,
11915,Net per shr ( guilders ) 4.38 vs 3.70,,,
11916,Net profit 28.9 vs 24.5,,,
11917,Turnover 273.6 vs 290.3,,,
11918,Operating profit 44.4 vs 40.7,,,
11919,Note - Industrial gases maker Hoek Loos NV .,,,Hoek Loos NV
11920,Interest charges 2.20 vs 5.05,,,
11921,Tax 13.26 vs 11.16,,,
11922,"-- Amsterdam newsroom +31 20 504 5000 , Fax +31 20 504 5040",,Amsterdam,
11923,Stagecoach sees Swebus deal agreed next week .,,,Stagecoach;Swebus
11924,LONDON 1996-08-28,,LONDON,
11925,British bus and passenger rail operator Stagecoach Holdings Plc said on Wednesday that its negotiations to acquire Swedish long distance bus operator Swebus AB were set to lead to a signed agreement next week .,,,Stagecoach Holdings Plc;Swebus AB
11926,"Four weeks ago Stagecoach said it had agreed the deal in principle , and it expected to pay 110 million stg-plus for the firm , with Swebus ' current owner , the state railway company .",,,Stagecoach;Swebus
11927,""" The directors report that negotiations with the vendors of Swebus AB are proceeding and they expect an agreement ( conditional on shareholder approval ) will be signed next week , "" Stagecoach said in a statement .",,,Swebus AB;Stagecoach
11928,-- London Newsroom +44 171 542 7717,,,London Newsroom
11929,NZ bills gain ground after see-saw session .,,NZ,
11930,WELLINGTON 1996-08-28,,WELLINGTON,
11931,0515 GMT,,,
11932,The New Zealand money market gained slightly at Wednesday 's close after what dealers described as a see-saw trading session .,,New Zealand,
11933,Ninety-day bank bill rates shed five points to 9.93 percent and September bank bill futures rose four to 90.18 .,,,
11934,"However , bonds finished largely flat .",,,
11935,""" Our bonds were better bid initially but they sold off on a lack of demand , and the short end went with it too on a lower currency .",,,
11936,""" There were big buyers at the base of where the market sold to , and when the currency got bought back on talk of a samurai the market got bought back again , "" a dealer said .",,,
11937,Volumes were reasonable in the money market but thin in bonds .,,,
11938,Dealers said the market seemed to be trading a range and would wait for more political polls to provide direction .,,,
11939,They were confident of further eurokiwi issuance but said the timing was less of a certainty .,,,
11940,-- Wellington newsroom ( 64 4 ) 473 4746,,Wellington,
11941,RTRS - Guinness Peat expects strong full yr .,,,RTRS;Guinness Peat
11942,SYDNEY 1996-08-28,,SYDNEY,
11943,British-based investment company Guinness Peat Group Plc ( GPG ) said on Wednesday it expected a strong full year result .,,,Guinness Peat Group Plc;GPG
11944,""" We think we 're in a position to produce a strong result , however a lot of our profitability must inevitably depend on a number of ( company ) results , "" said GPG director Garry Weiss .",Garry Weiss,,GPG
11945,GPG earlier said its net profit for the six months to June 30 rose to 9.77 million pounds from 6.93 million in the previous first half .,,,GPG
11946,The company did not declare an interim dividend as in the previous year .,,,
11947,Weiss said the Australian share market had been somewhat negative for much of 1996 and this had some effect on the company 's first half results .,Weiss,,
11948,""" However , it certainly is a very pleasing result for the first six months , "" he said .",,,
11949,Weiss said most of the company 's half year earning stemmed from the sale of its 50 percent stake in Physicians Insurance Co of Ohio .,Weiss,Ohio,Physicians Insurance Co
11950,He said the company decided to sell its U.S. investment in order to consolidate investments closer to its administrative base .,,U.S.,
11951,GPG said its stakes in Tyndall Australia Ltd and Mid-East Minerals Ltd both contributed strongly to GPG 's first half earnings .,,,GPG;Tyndall Australia Ltd;Mid-East Minerals Ltd;GPG
11952,-- Sydney Newsroom 61-2 9373-1800,,,Sydney Newsroom
11953,RTRS - Newcrest Q4 net profit A$ 4.3 mln .,,,RTRS;Newcrest Q4
11954,SYDNEY 1996-08-28,,SYDNEY,
11955,"Gold miner Newcrest Mining Ltd said on Wednesday it posted a A$ 4.3 million profit after tax in the final quarter of the year to June 30 , 1996 .",,,Newcrest Mining Ltd
11956,"Earlier , Newcrest reported a drop in net profit after abnormals to A$ 20.81 million for the year from A$ 42.4 million the previous year .",,,Newcrest
11957,"Newcrest said earnings from the Telfer and Boddington mines were lower than the previous year due to lower head grades at the mines , forcing gold production lower .",,Telfer;Boddington,Newcrest
11958,Production costs also rose eight percent during the year to A$ 406 per ounce .,,,
11959,RTRS - Queensland gunman evades police in bush hunt .,,Queensland,RTRS
11960,BRISBANE 1996-08-28,,,BRISBANE
11961,"Australian police on Wednesday continued to hunt a gunman in dense bushland after he killed his wife and wounded three other people , warning the man is extremely dangerous and may take a hostage to escape .",,,
11962,"The shooting occured around 6.30 a.m. ( 2030 GMT ) on Tuesday at Glenwood , south of Maryborough , about 150 km ( 93 miles ) north of Brisbane on the Queensland state coast .",Maryborough,Glenwood;Brisbane;Queensland,
11963,"Police have declared an "" emergent situation "" in the area , giving them powers to raid houses , search cars , close schools , quarantine the area and evacuate people .",,,
11964,""" It is one step short of an emergency situation , "" a police spokesman said via telephone from a command post in the bush .",,,
11965,""" We have not had any sightings , but we suspect he is armed , possibly with a .22 rifle and / or a self-loading shotgun .",,,
11966,"He is considered extremely dangerous , "" he said .",,,
11967,""" It 's a possibility , not a probability , he may take a hostage , but we have measures in place if that is the case . """,,,
11968,"William Fox broke into his wife 's home on Tuesday morning , shooting her dead and wounding his 16-year-old son , his son 's girlfriend and a neighbour , police said .",William Fox,,
11969,All three wounded are in a satisfactory condition in hospital .,,,
11970,"Fox initially fled from the shooting in a car , but then abandoned the car and entered dense bushland .",Fox,,
11971,"Fox is a skilled bushman who knows the area very well , police said .",Fox,,
11972,"About 60 police , helicopters and fixed-wing aircraft have maintained an overnight cordon around 15 sq km ( six sq miles ) of bush near Glenwood .",,Glenwood,
11973,The area is littered with caves and police believed Fox has a hideout which has enabled him to evade capture .,Fox,,
11974,"Australia 's six states and two territories are involved in heated debate over the introduction of tough new firearm laws , including the banning rapid fire weapons , after a shooting massacre in the island state of Tasmania .",,Australia;Tasmania,
11975,"On April 28 , a lone gunman went on a shooting rampage at the site of the historic Port Arthur penal settlement , killing 35 people .",,Port Arthur,
11976,Shanghai Ek Chor opens new motorcyle plant .,,,Shanghai Ek Chor
11977,SHANGHAI 1996-08-28,,SHANGHAI,
11978,"Shanghai-Ek Chor Motorcycle Co , a Sino-Thai joint venture , opened a new plant to produce gasoline engines in the Pudong New Area of Shanghai , the Xinhua news agency reported on Wednesday .",,Pudong New Area;Shanghai,Shanghai-Ek Chor Motorcycle Co;Sino-Thai;Xinhua
11979,"The plant , requiring an investment of three billion baht , has a floor space of 50,000 square metres and is designed to produce 600,000 gasoline engines a year , to be sold in China , South America , the Middle East and Africa , it said .",,China;South America;Middle East;Africa,
11980,"Capacity is expected to reach one million engines by the year 2000 , it said .",,,
11981,Shanghai-Ek Chor is jointly owned by the Shanghai Automobile Corporation and Ek Chor China Motorcycle .,,,Shanghai-Ek Chor;Shanghai Automobile Corporation;Ek Chor China Motorcycle
11982,"It started operations in January 1985 and has registered capital of 1.56 billion baht , it said but gave no further details .",,,
11983,"The joint venture has two motorcycle plants making Xingfu motorcycles and aims to be China 's biggest producer by the year 2000 , with output of two million units .",,China,
11984,Khmer Rouge 's Ieng Sary confirms break with Pol Pot .,Ieng Sary;Pol Pot,,Khmer Rouge
11985,"ARANYAPRATHET , Thailand 1996-08-28",,Thailand,
11986,Dissident Khmer Rouge leader Ieng Sary confirmed on Wednesday that he had broken with Pol Pot and other hardliners of the guerrilla group and had formed a rival movement .,Ieng Sary;Pol Pot,,Khmer Rouge
11987,"Ieng Sary said in a written statement , the first since his split with Pol Pot earlier this month , that the new movement to be called the Democratic National United Movement ( DNUM ) would seek an end to civil war and work towards reconciliation with the Cambodian government .",Ieng Sary;Pol Pot,,Democratic National United Movement;DNUM
11988,""" I would like to inform you about my decision to break away from Pol Pot , Ta Mok , Son Sen 's dictatorial group , "" he said in a copy of the statement obtained by Reuters .",Pol Pot;Ta Mok,Son Sen,Reuters
11989,""" We believe that our country will be reduced to nothing if the Khmer people continue to fight against each other indefinitely ....",,,Khmer
11990,"For this reason we decided to break away from that dictatorial group and found a movement named ' Democratic National United Movement ' , "" he said .",,,Democratic National United Movement
11991,"Ieng Sary was sentenced to death in absentia for his role in the mass genocide in Cambodia during the Khmer Rouge rule of terror between 1975-1979 when over a million people were executed or died of starvation , disease or overwork in mass labour camps .",Ieng Sary,Cambodia,Khmer Rouge
11992,"The French-educated , former brother-in-law of Pol Pot was foreign minister in the Khmer Rouge government that ruled Cambodia and was seen as the group 's second in command .",Pol Pot,Cambodia,Khmer Rouge
11993,Two dead in Cambodia helicopter crash .,,Cambodia,
11994,PHNOM PENH 1996-08-28,,PHNOM PENH,
11995,"Two people were killed and six were injured after a helicopter crashed in bad weather in northern Cambodia , a government minister said on Wednesday .",,Cambodia,
11996,"The 15 survivors who had been on board the Russian-made MI-17 helicopter were taken to hospital from the remote jungle crash site about 150 km ( 90 miles ) north of Phnom Penh , Information Minister Ieng Mouly said .",Ieng Mouly,Phnom Penh,
11997,"The cause of the crash of the helicopter , which went down on Sunday while on a routine resupply flight between Phnom Penh and Stung Treng , was not known .",,Phnom Penh;Stung Treng,
11998,Ieng Mouly said the aircraft went down during a rain storm .,Ieng Mouly,,
11999,MOF 's Kubo says believes BOJ rate policy unchanged .,Kubo,,MOF;BOJ
12000,TOKYO 1996-08-28,,TOKYO,
12001,"Japan 's Finance Minister Wataru Kubo told a news conference on Wednesday that he believes that the Bank of Japan 's ( BOJ ) interest rate policy which is geared towards ensuring economic growth has not changed after the release of the central bank 's "" tankan "" survey .",Wataru Kubo,Japan,Bank of Japan;BOJ
12002,"The BOJ released the August tankan , its quarterly short-term corporate survey , in the morning and it showed business outlook had worsened .",,,BOJ
12003,"However , Kubo said it did not necessarily show a substantial worsening of the economy .",Kubo,,
12004,""" The question is what the BOJ is going to do with its interest rate policy .",,,BOJ
12005,The BOJ governor has made it clear that the BOJ 's policy is aimed at ensuring basis for economic recovery .,,,BOJ;BOJ
12006,"I believe this policy has not changed , "" he said .",,,
12007,"Asked if a supplementary budget for 1996/97 was needed to support the economy , Kubo said the tankan results would not lead to any immediate decision on the need for an extra budget .",Kubo,,
12008,""" I do n't think we should immediately draw a conclusion that the economic recovery has come to a halt or that signs of a economic contraction have emerged , "" Kubo said . """,Kubo,,
12009,"The economy is not recovering smoothly or at a fast pace . """,,,
12010,Kubo said he would make a decision on the need for a supplementary budget after an announcement in mid-September of Japan 's gross domestic product for the April-June quarter .,Kubo,Japan,
12011,""" I would like to see how the economy moved in the first half of 1996 , "" he said .",,,
12012,China says militant Japan must face war past .,,China;Japan,
12013,BEIJING 1996-08-28,,BEIJING,
12014,China on Wednesday called on Japan to acknowledge its wartime past and put a stop to a tide of resurgent militarism to prevent similar atrocities in future .,,China;Japan,
12015,""" Some Japanese are still unrepentant about the atrocities committed by the Japanese militarists during the war , "" said a commentary in the official China Daily .",,,China Daily
12016,""" If they are still undecided whether the war Japan launched was aggressive in nature , it will be difficult to tell whether they will do the same again , "" the newspaper said .",,Japan,
12017,"China raised indignant protests after several Japanese cabinet ministers visited a shrine dedicated to their country 's war dead on August 15 , the 51st anniversary of Japan 's World War Two surrender .",,China;Japan,
12018,""" Numerous Japanese politicians have tried to whitewash their country 's war atrocities in recent years , "" the commentary said .",,,
12019,China estimates 35 million Chinese were killed or wounded by invading Japanese troops from 1931 to 1945 .,,China,
12020,""" The Japanese have never genuinely apologised for their wartime crimes , "" the commentary said .",,,
12021,"Japanese Prime Minister Ryutaro Hashimoto marked the August 15 anniversary by expressing "" remorse "" for foreign victims of Japan 's World War Two atrocities .",Ryutaro Hashimoto,Japan,
12022,Japan coalition party leader plans to resign .,,Japan,
12023,TOKYO 1996-08-28,,TOKYO,
12024,"The leader of a junior partner in Japan 's three-party ruling coalition plans to resign to quell a political rebellion , party officials said on Wednesday .",,Japan,
12025,"The officials said New Party Sakigake President Masayoshi Takemura , finance minister until the beginning of this year , promised his resignation in a meeting with the politician who set off the rebellion in the smallest coalition member .",Masayoshi Takemura,,New Party Sakigake
12026,They said the date of Takemura 's resignation would be determined by party officials .,Takemura,,
12027,"The Sakigake row has caused jitters in its coalition partners , Prime Minister Ryutaro Hashimoto 's Liberal Democratic Party ( LDP ) , the biggest grouping , and the Social Democratic Party .",Ryutaro Hashimoto,,Sakigake;Liberal Democratic Party;LDP;Social Democratic Party
12028,But analysts said the row was not expected to immediately destabilise the government as even if Sakigake splits apart it has so few seats a loss of support would not lead to a general election .,,,Sakigake
12029,"The dispute pits Takemura , who founded Sakigake in 1993 as a reform-oriented LDP splinter group , against party official Yukio Hatoyama , who says he will leave Sakigake to form a reformist political group next month .",Takemura;Yukio Hatoyama,,Sakigake;LDP;Sakigake
12030,"Hatoyama , the 49-year-old grandson of a 1950s prime minister , on Tuesday quit as Sakigake secretary general and has publicly snubbed the 62-year-old Takemura , pointedly ruling his mentor out as a possible member of the new political force .",Hatoyama;Takemura,,Sakigake
12031,"Marathon talks between the two former allies on Tuesday night and Wednesday morning failed to resolve the dispute over the role of Takemura , seen by Hatoyama backers as tainted by his senior role in the LDP-dominated coalition .",Takemura;Hatoyama,,
12032,"The presence of Takemura , whose role as finance minister in passing an unpopular plan to use taxpayer funds to wind up failed housing loan firms ruined his reputation as a reformer , has stalled Hatoyama 's efforts to attract to his new group defectors from the opposition camp , analysts said .",Takemura;Hatoyama,,
12033,"Media reports say that at most 10 of 23 Sakigake members , joined by a handful of Social Democrats , will follow Hatoyama when he bolts -- far short of the 50 lawmakers needed to topple Hashimoto 's eight-month-old government .",Hatoyama;Hashimoto,,Sakigake
12034,"Hashimoto -- who returns from a 10-day Latin American tour on Saturday -- must call polls by mid-1997 , and has repeatedly said he would not call an early general election .",Hashimoto,,
12035,But many analysts and politicians believe he may dissolve parliament soon after it reconvenes in early October .,,,
12036,Liu Chong Hing interim net up 2.7 pct .,,,Liu Chong Hing
12037,HONG KONG 1996-08-28,,HONG KONG,
12038,Six months ended June 30,,,
